"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201711241900","동작구","0.025","0.014","0.3","0.003","20","16"
"201711241800","동작구","0.019","0.019","0.3","0.003","24","14"
"201711241700","동작구","0.02","0.019","0.3","0.003","26","13"
"201711241600","동작구","0.018","0.021","0.3","0.004","23","13"
"201711241500","동작구","0.012","0.025","0.3","0.004","26","14"
"201711241400","동작구","0.013","0.024","0.3","0.003","27","16"
"201711241300","동작구","0.018","0.021","0.3","0.003","30","20"
"201711241200","동작구","0.03","0.012","0.5","0.003","35","25"
"201711241100","동작구","0.026","0.014","0.4","0.004","18","11"
"201711241000","동작구","0.035","0.009","0.6","0.003","25","17"
"201711240900","동작구","0.046","0.004","0.7","0.003","28","20"
"201711240800","동작구","0.042","0.003","0.6","0.003","18","14"
"201711240700","동작구","0.037","0.003","0.5","0.003","14","13"
"201711240600","동작구","0.031","0.005","0.4","0.002","16","14"
"201711240500","동작구","0.029","0.007","0.4","0.003","16","15"
"201711240400","동작구","0.026","0.01","0.4","0.002","16","15"
"201711240300","동작구","0.027","0.011","0.4","0.002","14","15"
"201711240200","동작구","0.037","0.005","0.4","0.002","16","14"
"201711240100","동작구","0.038","0.004","0.4","0.003","16","14"
"201711240000","동작구","0.028","0.011","0.3","0.003","18","12"
"201711232300","동작구","0.031","0.01","0.4","0.003","22","10"
"201711232200","동작구","0.038","0.006","0.4","0.003","21","10"
"201711232100","동작구","0.04","0.005","0.4","0.003","23","12"
"201711232000","동작구","0.025","0.016","0.3","0.003","19","9"
"201711231900","동작구","0.025","0.016","0.3","0.003","20","9"
"201711231800","동작구","0.026","0.016","0.3","0.003","24","11"
"201711231700","동작구","0.019","0.022","0.3","0.003","24","11"
"201711231600","동작구","0.013","0.026","0.3","0.003","24","10"
"201711231500","동작구","0.011","0.028","0.3","0.004","26","12"
"201711231400","동작구","0.013","0.027","0.3","0.004","26","13"
"201711231300","동작구","0.014","0.025","0.3","0.003","25","16"
"201711231200","동작구","0.024","0.019","0.4","0.004","36","20"
"201711231100","동작구","0.036","0.01","0.5","0.005","35","18"
"201711231000","동작구","0.042","0.005","0.6","0.004","38","18"
"201711230900","동작구","0.046","0.005","0.6","0.005","32","16"
"201711230800","동작구","0.045","0.003","0.7","0.004","28","16"
"201711230700","동작구","0.043","0.003","0.6","0.004","28","18"
"201711230600","동작구","0.032","0.008","0.4","0.003","25","16"
"201711230500","동작구","0.024","0.015","0.4","0.003","24","17"
"201711230400","동작구","0.019","0.019","0.4","0.004","25","15"
"201711230300","동작구","0.016","0.021","0.3","0.004","26","16"
"201711230200","동작구","0.019","0.02","0.4","0.004","25","13"
"201711230100","동작구","0.026","0.015","0.4","0.004","25","14"
"201711230000","동작구","0.028","0.014","0.4","0.003","24","12"
"201711222300","동작구","0.024","0.017","0.4","0.003","25","13"
"201711222200","동작구","0.024","0.016","0.4","0.003","24","13"
"201711222100","동작구","0.021","0.019","0.3","0.003","28","14"
"201711222000","동작구","0.027","0.017","0.3","0.003","49","14"
"201711221900","동작구","0.024","0.02","0.4","0.003","121","22"
"201711221800","동작구","0.025","0.022","0.4","0.004","172","31"
"201711221700","동작구","0.024","0.03","0.6","0.005","136","52"
"201711221600","동작구","0.026","0.033","0.7","0.005","112","62"
"201711221500","동작구","0.025","0.037","0.7","0.006","100","63"
"201711221400","동작구","0.043","0.02","0.7","0.005","76","51"
"201711221300","동작구","0.061","0.007","0.8","0.005","65","44"
"201711221200","동작구","0.058","0.006","0.8","0.005","61","40"
"201711221100","동작구","0.059","0.006","0.9","0.005","62","42"
"201711221000","동작구","0.06","0.004","0.9","0.004","54","38"
"201711220900","동작구","0.059","0.003","0.9","0.004","51","37"
"201711220800","동작구","0.058","0.003","0.7","0.004","48","36"
"201711220700","동작구","0.054","0.003","0.6","0.004","45","34"
"201711220600","동작구","0.05","0.003","0.6","0.004","44","34"
"201711220500","동작구","0.049","0.003","0.6","0.004","46","32"
"201711220400","동작구","0.049","0.003","0.6","0.004","46","34"
"201711220300","동작구","0.054","0.003","0.8","0.004","57","40"
"201711220200","동작구","0.061","0.003","0.8","0.004","53","38"
"201711220100","동작구","0.064","0.003","0.8","0.004","50","36"
"201711220000","동작구","0.065","0.003","0.8","0.004","48","32"
"201711212300","동작구","0.065","0.003","0.8","0.004","46","31"
"201711212200","동작구","0.064","0.003","0.8","0.005","46","33"
"201711212100","동작구","0.063","0.003","0.7","0.005","54","41"
"201711212000","동작구","0.07","0.003","0.8","0.004","59","44"
"201711211900","동작구","0.065","0.003","0.8","0.004","60","44"
"201711211800","동작구","0.062","0.003","0.7","0.004","58","38"
"201711211700","동작구","0.057","0.005","0.6","0.004","54","36"
"201711211600","동작구","0.045","0.011","0.5","0.004","42","29"
"201711211500","동작구","0.038","0.016","0.5","0.005","46","29"
"201711211400","동작구","0.038","0.015","0.6","0.004","48","33"
"201711211300","동작구","0.045","0.012","0.7","0.005","52","35"
"201711211200","동작구","0.047","0.009","0.8","0.005","56","38"
"201711211100","동작구","0.051","0.007","1","0.004","61","42"
"201711211000","동작구","0.056","0.005","1.1","0.005","61","43"
"201711210900","동작구","0.059","0.004","1","0.004","56","40"
"201711210800","동작구","0.053","0.003","0.9","0.004","54","38"
"201711210700","동작구","0.054","0.003","0.9","0.004","49","34"
"201711210600","동작구","0.05","0.003","0.8","0.004","42","31"
"201711210500","동작구","0.046","0.003","0.7","0.003","41","31"
"201711210400","동작구","0.046","0.003","0.7","0.003","42","31"
"201711210300","동작구","0.048","0.003","0.7","0.003","44","35"
"201711210200","동작구","0.048","0.003","0.6","0.003","44","32"
"201711210100","동작구","0.045","0.003","0.6","0.003","44","31"
"201711210000","동작구","0.042","0.005","0.5","0.004","41","28"
"201711202300","동작구","0.046","0.003","0.6","0.004","43","30"
"201711202200","동작구","0.047","0.003","0.6","0.004","48","32"
"201711202100","동작구","0.058","0.003","0.9","0.004","53","35"
"201711202000","동작구","0.061","0.003","0.8","0.004","52","34"
"201711201900","동작구","0.058","0.003","0.7","0.005","50","32"
"201711201800","동작구","0.054","0.003","0.6","0.004","46","28"
"201711201700","동작구","0.047","0.006","0.6","0.004","45","29"
"201711201600","동작구","0.046","0.007","0.5","0.005","44","27"
"201711201500","동작구","0.04","0.009","0.5","0.004","44","27"
"201711201400","동작구","0.037","0.01","0.4","0.004","38","26"
"201711201300","동작구","0.038","0.01","0.4","0.004","37","23"
"201711201200","동작구","0.032","0.014","0.4","0.004","28","17"
"201711201100","동작구","0.031","0.014","0.5","0.004","36","21"
"201711201000","동작구","0.043","0.008","0.7","0.004","37","22"
"201711200900","동작구","0.05","0.005","0.7","0.005","39","24"
"201711200800","동작구","0.042","0.006","0.6","0.004","31","21"
"201711200700","동작구","0.037","0.007","0.6","0.004","35","23"
"201711200600","동작구","0.03","0.012","0.5","0.003","32","22"
"201711200500","동작구","0.022","0.018","0.4","0.004","32","23"
"201711200400","동작구","0.021","0.019","0.4","0.004","30","22"
"201711200300","동작구","0.018","0.022","0.4","0.004","31","24"
"201711200200","동작구","0.016","0.025","0.4","0.004","30","19"
"201711200100","동작구","0.017","0.024","0.4","0.004","32","21"
"201711200000","동작구","0.02","0.022","0.4","0.004","33","20"
"201711192300","동작구","0.02","0.022","0.4","0.004","33","16"
"201711192200","동작구","0.041","0.008","0.5","0.004","31","17"
"201711192100","동작구","0.043","0.006","0.5","0.004","36","20"
"201711192000","동작구","0.041","0.008","0.5","0.004","33","19"
"201711191900","동작구","0.029","0.017","0.4","0.004","32","19"
"201711191800","동작구","0.022","0.023","0.3","0.004","31","16"
"201711191700","동작구","0.015","0.029","0.3","0.003","30","16"
"201711191600","동작구","0.01","0.032","0.3","0.003","25","12"
"201711191500","동작구","0.009","0.033","0.3","0.003","24","12"
"201711191400","동작구","0.01","0.031","0.3","0.003","24","13"
"201711191300","동작구","0.013","0.028","0.3","0.004","23","12"
"201711191200","동작구","0.015","0.024","0.3","0.004","26","14"
"201711191100","동작구","0.022","0.017","0.4","0.004","26","15"
"201711191000","동작구","0.022","0.016","0.4","0.004","23","13"
"201711190900","동작구","0.028","0.01","0.4","0.004","23","12"
"201711190800","동작구","0.031","0.007","0.4","0.003","22","15"
"201711190700","동작구","0.022","0.012","0.4","0.004","24","16"
"201711190600","동작구","0.019","0.015","0.3","0.004","22","15"
"201711190500","동작구","0.015","0.019","0.3","0.003","23","14"
"201711190400","동작구","0.013","0.02","0.3","0.004","20","13"
"201711190300","동작구","0.012","0.021","0.3","0.003","21","14"
"201711190200","동작구","0.012","0.022","0.3","0.003","23","14"
"201711190100","동작구","0.016","0.019","0.3","0.003","25","15"
"201711190000","동작구","0.016","0.02","0.3","0.003","22","13"
"201711182300","동작구","0.016","0.02","0.3","0.003","25","14"
"201711182200","동작구","0.014","0.022","0.3","0.003","27","14"
"201711182100","동작구","0.018","0.019","0.3","0.003","24","15"
"201711182000","동작구","0.021","0.017","0.3","0.003","25","14"
"201711181900","동작구","0.016","0.022","0.3","0.003","26","12"
"201711181800","동작구","0.016","0.023","0.3","0.003","30","14"
"201711181700","동작구","0.013","0.025","0.3","0.003","37","12"
"201711181600","동작구","0.011","0.027","0.3","0.003","41","14"
"201711181500","동작구","0.011","0.026","0.3","0.003","48","16"
"201711181400","동작구","0.011","0.025","0.3","0.003","47","15"
"201711181300","동작구","0.012","0.024","0.3","0.003","47","13"
"201711181200","동작구","0.013","0.022","0.3","0.003","47","18"
"201711181100","동작구","0.016","0.021","0.3","0.003","39","21"
"201711181000","동작구","0.014","0.021","0.3","0.003","35","21"
"201711180900","동작구","0.02","0.018","0.3","0.003","37","23"
"201711180800","동작구","0.02","0.018","0.3","0.003","38","27"
"201711180700","동작구","0.017","0.02","0.3","0.004","45","36"
"201711180600","동작구","0.014","0.024","0.3","0.003","53","44"
"201711180500","동작구","0.012","0.026","0.4","0.003","75","63"
"201711180400","동작구","0.013","0.023","0.5","0.004","89","76"
"201711180300","동작구","0.017","0.021","0.6","0.003","81","72"
"201711180200","동작구","0.017","0.021","0.6","0.004","62","50"
"201711180100","동작구","0.021","0.017","0.5","0.004","50","40"
"201711180000","동작구","0.028","0.01","0.5","0.004","51","38"
"201711172300","동작구","0.041","0.004","0.6","0.004","60","40"
"201711242300","마포구","0.027","0.011","0.4","0.004","10","9"
"201711242200","마포구","0.024","0.014","0.4","0.004","11","10"
"201711242100","마포구","0.021","0.016","0.4","0.004","10","10"
"201711242000","마포구","0.029","0.01","0.5","0.004","12","10"
"201711241900","마포구","0.029","0.01","0.5","0.004","13","11"
"201711241800","마포구","0.021","0.016","0.4","0.004","18","10"
"201711241700","마포구","0.019","0.018","0.4","0.004","14","15"
"201711241600","마포구","0.013","0.022","0.4","0.004","14","11"
"201711241500","마포구","0.011","0.022","0.4","0.004","13","10"
"201711241400","마포구","","","","","10","10"
"201711241300","마포구","","","","","12","12"
"201711241200","마포구","0.016","0.019","0.4","0.004","23","19"
"201711241100","마포구","0.031","0.009","0.6","0.004","26","20"
"201711241000","마포구","0.04","0.004","0.7","0.004","22","12"
"201711240900","마포구","0.04","0.003","0.7","0.004","12","11"
"201711240800","마포구","0.037","0.002","0.6","0.004","10",""
"201711240700","마포구","0.032","0.002","0.5","0.003","7","9"
"201711240600","마포구","0.028","0.003","0.5","0.003","5","9"
"201711240500","마포구","0.018","0.011","0.4","0.003","7","8"
"201711240400","마포구","0.014","0.016","0.4","0.003","6","10"
"201711240300","마포구","0.016","0.014","0.4","0.003","7",""
"201711240200","마포구","0.026","0.007","0.4","0.003","9","9"
"201711240100","마포구","0.029","0.005","0.5","0.003","9","10"
"201711240000","마포구","0.027","0.007","0.4","0.004","12","10"
"201711232300","마포구","0.023","0.014","0.4","0.004","8","8"
"201711232200","마포구","0.025","0.012","0.4","0.004","10","4"
"201711232100","마포구","0.031","0.007","0.5","0.004","11","9"
"201711232000","마포구","0.036","0.005","0.5","0.004","15","8"
"201711231900","마포구","0.035","0.005","0.5","0.004","13","6"
"201711231800","마포구","0.023","0.015","0.4","0.004","13","10"
"201711231700","마포구","0.018","0.02","0.4","0.004","15","9"
"201711231600","마포구","0.017","0.021","0.4","0.004","14","10"
"201711231500","마포구","0.012","0.024","0.4","0.004","16","12"
"201711231400","마포구","0.011","0.025","0.4","0.004","15","15"
"201711231300","마포구","0.008","0.028","0.4","0.005","10","9"
"201711231200","마포구","0.017","0.02","0.4","0.005","18","14"
"201711231100","마포구","0.036","0.007","0.6","0.005","24","12"
"201711231000","마포구","0.04","0.004","0.7","0.006","22","11"
"201711230900","마포구","0.039","0.004","0.7","0.006","16","10"
"201711230800","마포구","0.037","0.003","0.6","0.005","15","11"
"201711230700","마포구","0.029","0.006","0.5","0.005","13","7"
"201711230600","마포구","0.027","0.008","0.6","0.004","14","10"
"201711230500","마포구","0.014","0.019","0.5","0.005","13","8"
"201711230400","마포구","0.011","0.021","0.4","0.005","14","10"
"201711230300","마포구","0.011","0.022","0.4","0.005","13","8"
"201711230200","마포구","0.022","0.012","0.5","0.005","14","11"
"201711230100","마포구","0.028","0.008","0.5","0.004","14","8"
"201711230000","마포구","0.022","0.013","0.5","0.004","11","10"
"201711222300","마포구","0.029","0.008","0.5","0.004","13","8"
"201711222200","마포구","0.025","0.011","0.5","0.004","13","8"
"201711222100","마포구","0.017","0.017","0.4","0.004","13","9"
"201711222000","마포구","0.023","0.013","0.4","0.004","20","12"
"201711221900","마포구","0.026","0.013","0.5","0.004","81","19"
"201711221800","마포구","0.025","0.016","0.5","0.005","115","26"
"201711221700","마포구","0.02","0.027","0.5","0.006","126","36"
"201711221600","마포구","0.024","0.029","0.8","0.006","92","53"
"201711221500","마포구","0.019","0.038","0.7","0.006","97","57"
"201711221400","마포구","0.043","0.015","0.8","0.006","73","52"
"201711221300","마포구","0.055","0.005","0.9","0.005","56","43"
"201711221200","마포구","0.056","0.004","1","0.005","61","41"
"201711221100","마포구","0.056","0.003","1","0.005","52","38"
"201711221000","마포구","0.055","0.003","1.1","0.005","51","36"
"201711220900","마포구","0.051","0.002","1","0.005","46","32"
"201711220800","마포구","0.05","0.002","0.9","0.004","41","32"
"201711220700","마포구","0.045","0.002","0.7","0.005","38","30"
"201711220600","마포구","0.043","0.002","0.7","0.005","36","31"
"201711220500","마포구","0.043","0.002","0.6","0.005","38","27"
"201711220400","마포구","0.046","0.002","0.7","0.005","37","30"
"201711220300","마포구","0.048","0.002","0.7","0.005","45","33"
"201711220200","마포구","0.053","0.002","0.9","0.005","49","33"
"201711220100","마포구","0.062","0.002","1.1","0.005","49","36"
"201711220000","마포구","0.07","0.002","1.3","0.005","52","40"
"201711212300","마포구","0.075","0.002","1.5","0.005","51","36"
"201711212200","마포구","0.067","0.002","1.1","0.005","47","30"
"201711212100","마포구","0.063","0.002","1.1","0.005","47","31"
"201711212000","마포구","0.057","0.002","0.9","0.005","47","29"
"201711211900","마포구","0.057","0.002","0.8","0.005","44","35"
"201711211800","마포구","0.058","0.002","0.8","0.005","47","39"
"201711211700","마포구","0.055","0.004","0.8","0.006","48","38"
"201711211600","마포구","0.043","0.01","0.6","0.005","34","27"
"201711211500","마포구","0.028","0.019","0.5","0.005","28","22"
"201711211400","마포구","0.033","0.015","0.6","0.005","33","28"
"201711211300","마포구","0.04","0.01","0.8","0.005","43","33"
"201711211200","마포구","0.044","0.007","0.8","0.005","45","33"
"201711211100","마포구","0.04","0.007","0.8","0.005","41","30"
"201711211000","마포구","0.038","0.006","0.8","0.005","40","28"
"201711210900","마포구","0.044","0.002","1.1","0.004","41","32"
"201711210800","마포구","0.046","0.002","1.1","0.004","42","32"
"201711210700","마포구","0.044","0.002","0.9","0.004","28","27"
"201711210600","마포구","0.038","0.002","0.7","0.004","23","19"
"201711210500","마포구","0.037","0.003","0.7","0.004","23","21"
"201711210400","마포구","0.041","0.002","0.8","0.004","32","21"
"201711210300","마포구","0.043","0.002","0.8","0.004","29","25"
"201711210200","마포구","0.041","0.002","0.7","0.004","30","23"
"201711210100","마포구","0.038","0.002","0.6","0.004","32","26"
"201711210000","마포구","0.039","0.002","0.7","0.004","33","27"
"201711202300","마포구","0.043","0.002","0.7","0.004","32","27"
"201711202200","마포구","0.046","0.002","0.8","0.004","43","32"
"201711202100","마포구","0.049","0.002","0.9","0.005","42","28"
"201711202000","마포구","0.049","0.002","0.8","0.005","36","22"
"201711201900","마포구","0.05","0.002","0.8","0.005","35","25"
"201711201800","마포구","0.049","0.002","0.7","0.005","35","26"
"201711201700","마포구","0.046","0.004","0.6","0.005","38","22"
"201711201600","마포구","0.042","0.006","0.6","0.005","33","22"
"201711201500","마포구","0.043","0.007","0.6","0.006","32","23"
"201711201400","마포구","0.041","0.006","0.6","0.005","24","18"
"201711201300","마포구","0.038","0.007","0.6","0.005","29","18"
"201711201200","마포구","0.037","0.009","0.6","0.005","23","18"
"201711201100","마포구","0.036","0.009","0.6","0.005","22","15"
"201711201000","마포구","0.033","0.01","0.6","0.005","23","22"
"201711200900","마포구","0.039","0.005","0.7","0.005","20","11"
"201711200800","마포구","0.041","0.003","0.6","0.005","22","16"
"201711200700","마포구","0.031","0.008","0.5","0.005","23","18"
"201711200600","마포구","0.022","0.015","0.5","0.005","20","16"
"201711200500","마포구","0.011","0.025","0.5","0.005","18","16"
"201711200400","마포구","0.007","0.029","0.5","0.005","16","16"
"201711200300","마포구","0.008","0.028","0.5","0.005","18","17"
"201711200200","마포구","0.01","0.028","0.5","0.005","15",""
"201711200100","마포구","0.01","0.028","0.4","0.005","18","13"
"201711200000","마포구","0.014","0.024","0.4","0.004","21","18"
"201711192300","마포구","0.023","0.016","0.5","0.005","19","14"
"201711192200","마포구","0.034","0.009","0.5","0.005","17","15"
"201711192100","마포구","0.035","0.01","0.5","0.004","18","13"
"201711192000","마포구","0.028","0.016","0.5","0.004","16","12"
"201711191900","마포구","0.024","0.02","0.4","0.005","18","12"
"201711191800","마포구","0.019","0.023","0.4","0.004","21","16"
"201711191700","마포구","0.012","0.031","0.4","0.004","19","14"
"201711191600","마포구","0.007","0.035","0.4","0.004","15","15"
"201711191500","마포구","0.007","0.034","0.4","0.004","18","11"
"201711191400","마포구","0.008","0.032","0.4","0.004","13","11"
"201711191300","마포구","0.008","0.029","0.4","0.004","13","13"
"201711191200","마포구","0.013","0.023","0.4","0.005","15","10"
"201711191100","마포구","0.019","0.017","0.5","0.005","12","11"
"201711191000","마포구","0.025","0.011","0.5","0.005","12","9"
"201711190900","마포구","0.021","0.011","0.5","0.005","11","5"
"201711190800","마포구","0.026","0.006","0.5","0.004","10","11"
"201711190700","마포구","0.013","0.016","0.4","0.004","","12"
"201711190600","마포구","0.01","0.019","0.4","0.004","10","12"
"201711190500","마포구","0.007","0.021","0.4","0.004","11","10"
"201711190400","마포구","0.007","0.022","0.4","0.004","12","9"
"201711190300","마포구","0.006","0.023","0.4","0.004","11","9"
"201711190200","마포구","0.007","0.023","0.4","0.004","10","9"
"201711190100","마포구","0.013","0.018","0.4","0.004","10","7"
"201711190000","마포구","0.018","0.015","0.4","0.004","10","9"
"201711182300","마포구","0.013","0.02","0.4","0.004","16","8"
"201711182200","마포구","0.012","0.021","0.4","0.004","16","12"
"201711182100","마포구","0.013","0.021","0.4","0.004","18","9"
"201711182000","마포구","0.02","0.016","0.4","0.004","14","6"
"201711181900","마포구","0.021","0.017","0.4","0.004","13","6"
"201711181800","마포구","0.017","0.02","0.4","0.004","18","9"
"201711181700","마포구","0.014","0.024","0.4","0.004","24","12"
"201711181600","마포구","0.012","0.026","0.4","0.004","25","12"
"201711181500","마포구","0.011","0.026","0.4","0.004","29","12"
"201711181400","마포구","0.01","0.025","0.4","0.004","30","11"
"201711181300","마포구","0.008","0.025","0.4","0.004","27","10"
"201711181200","마포구","0.01","0.023","0.4","0.004","25","12"
"201711181100","마포구","0.013","0.021","0.4","0.004","25","13"
"201711181000","마포구","0.01","0.023","0.4","0.004","22","14"
"201711180900","마포구","0.014","0.019","0.4","0.004","18","12"
"201711180800","마포구","0.016","0.018","0.4","0.004","23","16"
"201711180700","마포구","0.011","0.023","0.4","0.004","22","19"
"201711180600","마포구","0.006","0.028","0.4","0.004","31","26"
"201711180500","마포구","0.005","0.029","0.5","0.004","47","40"
"201711180400","마포구","0.008","0.024","0.6","0.004","64","57"
"201711180300","마포구","0.008","0.023","0.7","0.004","67","56"
"201711180200","마포구","0.008","0.025","0.6","0.004","55","44"
"201711180100","마포구","0.012","0.02","0.6","0.004","37","31"
"201711180000","마포구","0.02","0.01","0.5","0.004","36","28"
"201711172300","마포구","0.03","0.005","0.6","0.004","40","32"
"201711242300","서대문구","0.021","0.015","0.5","0.003","18","4"
"201711242200","서대문구","0.025","0.007","0.5","0.003","17","14"
"201711242100","서대문구","0.02","0.014","0.5","0.003","","14"
"201711242000","서대문구","0.021","0.014","0.5","0.003","18","7"
"201711241900","서대문구","0.022","0.014","0.5","0.003","16","11"
"201711241800","서대문구","0.02","0.018","0.4","0.004","21","14"
"201711241700","서대문구","0.017","0.022","0.4","0.004","27","22"
"201711241600","서대문구","0.016","0.026","0.4","0.004","22","17"
"201711241500","서대문구","0.016","0.026","0.4","0.004","16","7"
"201711241400","서대문구","0.016","0.032","0.4","0.004","13","5"
"201711241300","서대문구","0.017","0.032","0.4","0.003","18","14"
"201711241200","서대문구","0.02","0.022","0.4","0.003","23","15"
"201711241100","서대문구","0.026","0.011","0.5","0.003","23","20"
"201711241000","서대문구","0.03","0.007","0.6","0.003","19","11"
"201711240900","서대문구","0.028","0.01","0.6","0.003","17","15"
"201711240800","서대문구","0.027","0.013","0.6","0.003","13","11"
"201711240700","서대문구","0.025","0.01","0.6","0.003","15","9"
"201711240600","서대문구","0.022","0.013","0.5","0.003","14","15"
"201711240500","서대문구","0.019","0.011","0.5","0.003","10","10"
"201711240400","서대문구","0.019","0.011","0.4","0.003","13","7"
"201711240300","서대문구","0.017","0.013","0.4","0.003","17","14"
"201711240200","서대문구","0.022","0.008","0.4","0.003","13","11"
"201711240100","서대문구","0.022","0.007","0.4","0.003","15","8"
"201711240000","서대문구","0.021","0.01","0.4","0.003","20","14"
"201711232300","서대문구","0.019","0.02","0.4","0.003","21","5"
"201711232200","서대문구","0.028","0.005","0.6","0.004","21","7"
"201711232100","서대문구","0.027","0.005","0.5","0.003","26","7"
"201711232000","서대문구","0.025","0.006","0.5","0.003","23","11"
"201711231900","서대문구","0.025","0.008","0.5","0.003","20","13"
"201711231800","서대문구","0.022","0.012","0.4","0.003","21","9"
"201711231700","서대문구","0.018","0.022","0.4","0.003","26","12"
"201711231600","서대문구","0.017","0.025","0.4","0.004","25","19"
"201711231500","서대문구","0.015","0.026","0.4","0.004","21","8"
"201711231400","서대문구","0.014","0.028","0.3","0.004","17","12"
"201711231300","서대문구","0.015","0.027","0.3","0.004","","20"
"201711231200","서대문구","0.018","0.031","0.3","0.004","25","21"
"201711231100","서대문구","0.027","0.017","0.5","0.004","39","17"
"201711231000","서대문구","0.026","0.011","0.6","0.004","26","14"
"201711230900","서대문구","0.027","0.009","0.7","0.004","26","13"
"201711230800","서대문구","0.024","0.011","0.7","0.004","17","10"
"201711230700","서대문구","0.022","0.014","0.3","0.004","19","12"
"201711230600","서대문구","0.02","0.013","0.5","0.004","22","13"
"201711230500","서대문구","0.016","0.018","0.5","0.004","21","11"
"201711230400","서대문구","0.015","0.022","0.5","0.004","23","8"
"201711230300","서대문구","0.014","0.023","0.5","0.004","18","11"
"201711230200","서대문구","0.016","0.021","0.4","0.004","26","15"
"201711230100","서대문구","0.017","0.018","0.5","0.003","21","8"
"201711230000","서대문구","0.016","0.021","0.5","0.004","20","10"
"201711222300","서대문구","0.017","0.023","0.5","0.004","23","11"
"201711222200","서대문구","0.017","0.02","0.5","0.004","24","12"
"201711222100","서대문구","0.016","0.022","0.4","0.004","23","19"
"201711222000","서대문구","0.017","0.023","0.3","0.004","47","14"
"201711221900","서대문구","0.018","0.022","0.3","0.004","134","25"
"201711221800","서대문구","0.02","0.02","0.4","0.004","182","27"
"201711221700","서대문구","0.018","0.028","0.4","0.006","154","36"
"201711221600","서대문구","0.018","0.032","0.6","0.005","118","50"
"201711221500","서대문구","0.018","0.037","0.5","0.005","109","42"
"201711221400","서대문구","0.027","0.022","0.5","0.005","88","45"
"201711221300","서대문구","","","","","73","33"
"201711221200","서대문구","","","","","56","26"
"201711221100","서대문구","0.029","0.01","0.6","0.004","43","27"
"201711221000","서대문구","0.03","0.005","0.6","0.003","37","19"
"201711220900","서대문구","0.031","0.004","0.6","0.003","38","22"
"201711220800","서대문구","0.028","0.004","0.8","0.003","39","22"
"201711220700","서대문구","0.023","0.008","0.4","0.004","33","20"
"201711220600","서대문구","0.025","0.01","0.4","0.005","38","20"
"201711220500","서대문구","0.025","0.009","0.4","0.005","38","27"
"201711220400","서대문구","0.028","0.009","0.5","0.005","44","30"
"201711220300","서대문구","0.029","0.01","0.5","0.004","50","31"
"201711220200","서대문구","0.03","0.009","0.5","0.004","55","34"
"201711220100","서대문구","0.034","0.004","0.7","0.004","57","37"
"201711220000","서대문구","0.039","0.005","0.9","0.005","68","41"
"201711212300","서대문구","0.041","0.003","1.1","0.005","67","40"
"201711212200","서대문구","0.037","0.002","0.9","0.004","56","38"
"201711212100","서대문구","0.035","0.002","0.8","0.005","54","32"
"201711212000","서대문구","0.035","0.003","0.9","0.004","52","29"
"201711211900","서대문구","0.031","0.002","0.6","0.004","51","25"
"201711211800","서대문구","0.031","0.003","0.6","0.004","65","34"
"201711211700","서대문구","0.027","0.005","0.5","0.005","55","33"
"201711211600","서대문구","0.025","0.01","0.5","0.005","35","25"
"201711211500","서대문구","0.022","0.015","0.4","0.006","35","15"
"201711211400","서대문구","0.022","0.016","0.4","0.006","34","19"
"201711211300","서대문구","0.026","0.011","0.6","0.005","",""
"201711211200","서대문구","0.026","0.007","0.7","0.004","33","23"
"201711211100","서대문구","0.022","0.008","0.5","0.004","42","29"
"201711211000","서대문구","0.026","0.005","0.6","0.004","41","21"
"201711210900","서대문구","0.031","0.002","0.9","0.003","40","29"
"201711210800","서대문구","0.031","0.003","1.1","0.003","40","24"
"201711210700","서대문구","0.026","0.003","0.8","0.003","29","18"
"201711210600","서대문구","0.022","0.004","0.6","0.003","26","17"
"201711210500","서대문구","0.018","0.013","0.4","0.003","23","17"
"201711210400","서대문구","0.023","0.004","0.6","0.003","31","19"
"201711210300","서대문구","0.025","0.003","0.6","0.003","29","21"
"201711210200","서대문구","0.025","0.003","0.7","0.003","34","27"
"201711210100","서대문구","0.023","0.002","0.5","0.003","39","27"
"201711210000","서대문구","0.025","0.002","0.5","0.003","45","29"
"201711202300","서대문구","0.026","0.004","0.5","0.003","46","34"
"201711202200","서대문구","0.029","0.005","0.8","0.003","61","40"
"201711202100","서대문구","0.031","0.009","1.1","0.003","70","35"
"201711202000","서대문구","0.029","0.008","0.8","0.003","44","29"
"201711201900","서대문구","0.027","0.007","0.6","0.003","38","27"
"201711201800","서대문구","0.027","0.006","0.6","0.004","45","24"
"201711201700","서대문구","0.026","0.013","0.5","0.004","37","19"
"201711201600","서대문구","0.025","0.006","0.5","0.004","37","23"
"201711201500","서대문구","0.024","0.007","0.4","0.005","38","19"
"201711201400","서대문구","0.024","0.005","0.4","0.005","32","16"
"201711201300","서대문구","0.024","0.006","0.5","0.004","30","20"
"201711201200","서대문구","0.023","0.008","0.5","0.005","24","8"
"201711201100","서대문구","0.022","0.009","0.6","0.005","34","24"
"201711201000","서대문구","0.024","0.007","0.7","0.005","28","15"
"201711200900","서대문구","0.025","0.004","0.7","0.004","21","13"
"201711200800","서대문구","0.023","0.007","0.6","0.004","23","13"
"201711200700","서대문구","0.018","0.009","0.6","0.004","26","17"
